english_name,slovak_name,atc_primary,atc_all
pidotimod,,L03AX05,L03AX05
poly I:C,,L03AX07,L03AX07
poly ICLC,,L03AX08,L03AX08
thymopentin,,L03AX09,L03AX09
immunocyanin,,L03AX10,L03AX10
tasonermin,,L03AX11,L03AX11
melanoma vaccine,,L03AX12,L03AX12
glatiramer acetate,,L03AX13,L03AX13
histamine dihydrochloride,,L03AX14,L03AX14
mifamurtide,,L03AX15,L03AX15
plerixafor,,L03AX16,L03AX16
sipuleucel-T,,L03AX17,L03AX17
cridanimod,,L03AX18,L03AX18
dasiprotimut-T,,L03AX19,L03AX19
elapegademase,,L03AX21,L03AX21
leniolisib,,L03AX22,L03AX22
antilymphocyte immunoglobulin (horse),,L04AA03,L04AA03
antithymocyte immunoglobulin (rabbit),,L04AA04,L04AA04
mycophenolic acid,,L04AA06,L04AA06
alefacept,,L04AA15,L04AA15
gusperimus,,L04AA19,L04AA19
abetimus,,L04AA22,L04AA22
abatacept,,L04AA24,L04AA24
belatacept,,L04AA28,L04AA28
apremilast,,L04AA32,L04AA32
imlifidase,,L04AA41,L04AA41
belumosudil,,L04AA48,L04AA48
efgartigimod alfa,,L04AA58,L04AA58
etanercept,,L04AB01,L04AB01
infliximab,,L04AB02,L04AB02
afelimomab,,L04AB03,L04AB03
adalimumab,,L04AB04,L04AB04
certolizumab pegol,,L04AB05,L04AB05
golimumab,,L04AB06,L04AB06
opinercept,,L04AB07,L04AB07
daclizumab,,L04AC01,L04AC01
basiliximab,,L04AC02,L04AC02
anakinra,,L04AC03,L04AC03
rilonacept,,L04AC04,L04AC04
ustekinumab,,L04AC05,L04AC05
tocilizumab,,L04AC07,L04AC07
canakinumab,,L04AC08,L04AC08
briakinumab,,L04AC09,L04AC09
secukinumab,,L04AC10,L04AC10
siltuximab,,L04AC11,L04AC11
brodalumab,,L04AC12,L04AC12
ixekizumab,,L04AC13,L04AC13
sarilumab,,L04AC14,L04AC14
sirukumab,,L04AC15,L04AC15
guselkumab,,L04AC16,L04AC16
tildrakizumab,,L04AC17,L04AC17
risankizumab,,L04AC18,L04AC18
satralizumab,,L04AC19,L04AC19
netakimab,,L04AC20,L04AC20
bimekizumab,,L04AC21,L04AC21
spesolimab,,L04AC22,L04AC22
olokizumab,,L04AC23,L04AC23
mirikizumab,,L04AC24,L04AC24
levilimab,,L04AC25,L04AC25
ciclosporin,,L04AD01,L04AD01;S01XA18
voclosporin,,L04AD03,L04AD03
fingolimod,,L04AE01,L04AE01
ozanimod,,L04AE02,L04AE02
siponimod,,L04AE03,L04AE03
ponesimod,,L04AE04,L04AE04
etrasimod,,L04AE05,L04AE05
tofacitinib,,L04AF01,L04AF01
baricitinib,,L04AF02,L04AF02
upadacitinib,,L04AF03,L04AF03
filgotinib,,L04AF04,L04AF04
itacitinib,,L04AF05,L04AF05
peficitinib,,L04AF06,L04AF06
deucravacitinib,,L04AF07,L04AF07
ritlecitinib,,L04AF08,L04AF08
muromonab-CD3,,L04AG01,L04AG01
efalizumab,,L04AG02,L04AG02
natalizumab,,L04AG03,L04AG03
belimumab,,L04AG04,L04AG04
vedolizumab,,L04AG05,L04AG05
alemtuzumab,,L04AG06,L04AG06
begelomab,,L04AG07,L04AG07
ocrelizumab,,L04AG08,L04AG08
emapalumab,,L04AG09,L04AG09
inebilizumab,,L04AG10,L04AG10
anifrolumab,,L04AG11,L04AG11
teprotumumab,,L04AG13,L04AG13
ublituximab,,L04AG14,L04AG14
divozilimab,,L04AG15,L04AG15
rozanolixizumab,,L04AG16,L04AG16
eculizumab,,L04AJ01,L04AJ01
ravulizumab,,L04AJ02,L04AJ02
pegcetacoplan,,L04AJ03,L04AJ03;S01XA31
sutimlimab,,L04AJ04,L04AJ04
avacopan,,L04AJ05,L04AJ05
zilucoplan,,L04AJ06,L04AJ06
crovalimab,,L04AJ07,L04AJ07
iptacopan,,L04AJ08,L04AJ08
danicopan,,L04AJ09,L04AJ09
leflunomide,,L04AK01,L04AK01
teriflunomide,,L04AK02,L04AK02
azathioprine,,L04AX01,L04AX01
thalidomide,,L04AX02,L04AX02
lenalidomide,,L04AX04,L04AX04
pirfenidone,,L04AX05,L04AX05
pomalidomide,,L04AX06,L04AX06
dimethyl fumarate,,L04AX07,L04AX07
darvadstrocel,,L04AX08,L04AX08
diroximel fumarate,,L04AX09,L04AX09
phenylbutazone,,M01AA01,M01AA01;M02AA01
mofebutazone,,M01AA02,M01AA02;M02AA02
oxyphenbutazone,,M01AA03,M01AA03;M02AA04;S01BC02
clofezone,,M01AA05,M01AA05;M02AA03
kebuzone,,M01AA06,M01AA06
sulindac,,M01AB02,M01AB02
tolmetin,,M01AB03,M01AB03;M02AA21
zomepirac,,M01AB04,M01AB04
alclofenac,,M01AB06,M01AB06
bumadizone,,M01AB07,M01AB07
etodolac,,M01AB08,M01AB08
lonazolac,,M01AB09,M01AB09
fentiazac,,M01AB10,M01AB10;M02AA14
acemetacin,,M01AB11,M01AB11
difenpiramide,,M01AB12,M01AB12
oxametacin,,M01AB13,M01AB13
proglumetacin,,M01AB14,M01AB14
ketorolac,,M01AB15,M01AB15;S01BC05
aceclofenac,,M01AB16,M01AB16;M02AA25
bufexamac,,M01AB17,M01AB17;M02AA09
"indometacin, combinations",,M01AB51,M01AB51
"diclofenac, combinations",,M01AB55,M01AB55
piroxicam,,M01AC01,M01AC01;M02AA07;S01BC06
tenoxicam,,M01AC02,M01AC02
droxicam,,M01AC04,M01AC04
lornoxicam,,M01AC05,M01AC05
meloxicam,,M01AC06,M01AC06
"meloxicam, combinations",,M01AC56,M01AC56
ketoprofen,,M01AE03,M01AE03;M02AA10
fenoprofen,,M01AE04,M01AE04
fenbufen,,M01AE05,M01AE05
benoxaprofen,,M01AE06,M01AE06
suprofen,,M01AE07,M01AE07
pirprofen,,M01AE08,M01AE08
flurbiprofen,,M01AE09,M01AE09;M02AA19;R02AX01;S01BC04
indoprofen,,M01AE10,M01AE10
tiaprofenic acid,,M01AE11,M01AE11
oxaprozin,,M01AE12,M01AE12
ibuproxam,,M01AE13,M01AE13
dexibuprofen,,M01AE14,M01AE14
alminoprofen,,M01AE16,M01AE16
dexketoprofen,,M01AE17,M01AE17;M02AA27
naproxcinod,,M01AE18,M01AE18
"ibuprofen, combinations",,M01AE51,M01AE51
naproxen and esomeprazole,,M01AE52,M01AE52
"ketoprofen, combinations",,M01AE53,M01AE53
naproxen and misoprostol,,M01AE56,M01AE56
naproxen and diphenhydramine,,M01AE57,M01AE57
mefenamic acid,,M01AG01,M01AG01
tolfenamic acid,,M01AG02,M01AG02
flufenamic acid,,M01AG03,M01AG03
meclofenamic acid,,M01AG04,M01AG04;M02AA18
rofecoxib,,M01AH02,M01AH02
valdecoxib,,M01AH03,M01AH03
parecoxib,,M01AH04,M01AH04
etoricoxib,,M01AH05,M01AH05
lumiracoxib,,M01AH06,M01AH06
polmacoxib,,M01AH07,M01AH07
nabumetone,,M01AX01,M01AX01
niflumic acid,,M01AX02,M01AX02;M02AA17
azapropazone,,M01AX04,M01AX04
glucosamine,,M01AX05,M01AX05
glucosaminoglycan polysulfate,,M01AX12,M01AX12
proquazone,,M01AX13,M01AX13
orgotein,,M01AX14,M01AX14
nimesulide,,M01AX17,M01AX17;M02AA26
feprazone,,M01AX18,M01AX18;M02AA16
diacerein,,M01AX21,M01AX21
morniflumate,,M01AX22,M01AX22
tenidap,,M01AX23,M01AX23
chondroitin sulfate,,M01AX25,M01AX25
"avocado and soyabean oil, unsaponifiables",,M01AX26,M01AX26
"feprazone, combinations",,M01AX68,M01AX68
phenylbutazone and corticosteroids,,M01BA01,M01BA01
dipyrocetyl and corticosteroids,,M01BA02,M01BA02
acetylsalicylic acid and corticosteroids,,M01BA03,M01BA03
oxycinchophen,,M01CA03,M01CA03
sodium aurothiomalate,,M01CB01,M01CB01
sodium aurotiosulfate,,M01CB02,M01CB02
auranofin,,M01CB03,M01CB03
aurothioglucose,,M01CB04,M01CB04
aurotioprol,,M01CB05,M01CB05
penicillamine,,M01CC01,M01CC01
bucillamine,,M01CC02,M01CC02
etofenamate,,M02AA06,M02AA06
felbinac,,M02AA08,M02AA08
bendazac,,M02AA11,M02AA11;S01BC07
suxibuzone,,M02AA22,M02AA22
nifenazone,,M02AA24,M02AA24;N02BB05
piketoprofen,,M02AA28,M02AA28
esflurbiprofen,,M02AA29,M02AA29
loxoprofen,,M02AA31,M02AA31
capsaicin,,M02AB01,M02AB01;N01BX04
zucapsaicin,,M02AB02,M02AB02
idrocilamide,,M02AX05,M02AX05
tolperisone,,M02AX06,M02AX06;M03BX04
alcuronium,,M03AA01,M03AA01
tubocurarine,,M03AA02,M03AA02
dimethyltubocurarine,,M03AA04,M03AA04
suxamethonium,,M03AB01,M03AB01
pancuronium,,M03AC01,M03AC01
gallamine,,M03AC02,M03AC02
vecuronium,,M03AC03,M03AC03
atracurium,,M03AC04,M03AC04
hexafluronium,,M03AC05,M03AC05
pipecuronium bromide,,M03AC06,M03AC06
doxacurium chloride,,M03AC07,M03AC07
fazadinium bromide,,M03AC08,M03AC08
rocuronium bromide,,M03AC09,M03AC09
mivacurium chloride,,M03AC10,M03AC10
cisatracurium,,M03AC11,M03AC11
botulinum toxin,,M03AX01,M03AX01
phenprobamate,,M03BA01,M03BA01
carisoprodol,,M03BA02,M03BA02
methocarbamol,,M03BA03,M03BA03
styramate,,M03BA04,M03BA04
febarbamate,,M03BA05,M03BA05
"phenprobamate, combinations excl. psycholeptics",,M03BA51,M03BA51
"carisoprodol, combinations excl. psycholeptics",,M03BA52,M03BA52
"methocarbamol, combinations excl. psycholeptics",,M03BA53,M03BA53
"phenprobamate, combinations with psycholeptics",,M03BA71,M03BA71
"carisoprodol, combinations with psycholeptics",,M03BA72,M03BA72
"methocarbamol, combinations with psycholeptics",,M03BA73,M03BA73
chlormezanone,,M03BB02,M03BB02
chlorzoxazone,,M03BB03,M03BB03
"chlormezanone, combinations excl. psycholeptics",,M03BB52,M03BB52
"chlorzoxazone, combinations excl. psycholeptics",,M03BB53,M03BB53
"chlormezanone, combinations with psycholeptics",,M03BB72,M03BB72
"chlorzoxazone, combinations with psycholeptics",,M03BB73,M03BB73
orphenadrine (citrate),,M03BC01,M03BC01
"orphenadrine, combinations",,M03BC51,M03BC51
baclofen,,M03BX01,M03BX01
tizanidine,,M03BX02,M03BX02
pridinol,,M03BX03,M03BX03
thiocolchicoside,,M03BX05,M03BX05
mephenesin,,M03BX06,M03BX06
tetrazepam,,M03BX07,M03BX07
cyclobenzaprine,,M03BX08,M03BX08
eperisone,,M03BX09,M03BX09
fenyramidol,,M03BX30,M03BX30
"pridinol, combinations",,M03BX53,M03BX53
"thiocolchicoside, combinations",,M03BX55,M03BX55
dantrolene,,M03CA01,M03CA01
allopurinol,,M04AA01,M04AA01
tisopurine,,M04AA02,M04AA02
febuxostat,,M04AA03,M04AA03
"allopurinol, combinations",,M04AA51,M04AA51
probenecid,,M04AB01,M04AB01
sulfinpyrazone,,M04AB02,M04AB02
benzbromarone,,M04AB03,M04AB03
isobromindione,,M04AB04,M04AB04
lesinurad,,M04AB05,M04AB05
colchicine,,M04AC01,M04AC01
cinchophen,,M04AC02,M04AC02
colchicine and probenecid,,M04AC51,M04AC51
urate oxidase,,M04AX01,M04AX01
pegloticase,,M04AX02,M04AX02
etidronic acid,,M05BA01,M05BA01
clodronic acid,,M05BA02,M05BA02
pamidronic acid,,M05BA03,M05BA03
alendronic acid,,M05BA04,M05BA04
tiludronic acid,,M05BA05,M05BA05
ibandronic acid,,M05BA06,M05BA06
risedronic acid,,M05BA07,M05BA07
zoledronic acid,,M05BA08,M05BA08
"etidronic acid and calcium, sequential",,M05BB01,M05BB01
"risedronic acid and calcium, sequential",,M05BB02,M05BB02
alendronic acid and colecalciferol,,M05BB03,M05BB03
"risedronic acid, calcium and colecalciferol, sequential",,M05BB04,M05BB04
"alendronic acid, calcium and colecalciferol, sequential",,M05BB05,M05BB05
"alendronic acid and alfacalcidol, sequential",,M05BB06,M05BB06
risedronic acid and colecalciferol,,M05BB07,M05BB07
"zoledronic acid, calcium and colecalciferol, sequential",,M05BB08,M05BB08
ibandronic acid and colecalciferol,,M05BB09,M05BB09
dibotermin alfa,,M05BC01,M05BC01
eptotermin alfa,,M05BC02,M05BC02
ipriflavone,,M05BX01,M05BX01
strontium ranelate,,M05BX03,M05BX03
denosumab,,M05BX04,M05BX04
burosumab,,M05BX05,M05BX05
romosozumab,,M05BX06,M05BX06
vosoritide,,M05BX07,M05BX07
menatetrenone,,M05BX08,M05BX08
strontium ranelate and colecalciferol,,M05BX53,M05BX53
hydroquinine,,M09AA01,M09AA01
"quinine, combinations with psycholeptics",,M09AA72,M09AA72
chymopapain,,M09AB01,M09AB01
collagenase clostridium histolyticum,,M09AB02,M09AB02
"trypsin, combinations",,M09AB52,M09AB52
"chondrocytes, autologous",,M09AX02,M09AX02
ataluren,,M09AX03,M09AX03
drisapersen,,M09AX04,M09AX04
aceneuramic acid,,M09AX05,M09AX05
eteplirsen,,M09AX06,M09AX06
nusinersen,,M09AX07,M09AX07
golodirsen,,M09AX08,M09AX08
onasemnogene abeparvovec,,M09AX09,M09AX09
risdiplam,,M09AX10,M09AX10
palovarotene,,M09AX11,M09AX11
viltolarsen,,M09AX12,M09AX12
casimersen,,M09AX13,M09AX13
givinostat,,M09AX14,M09AX14
delandistrogene moxeparvovec,,M09AX15,M09AX15
diethyl ether,,N01AA01,N01AA01
vinyl ether,,N01AA02,N01AA02
halothane,,N01AB01,N01AB01
chloroform,,N01AB02,N01AB02
enflurane,,N01AB04,N01AB04
trichloroethylene,,N01AB05,N01AB05
isoflurane,,N01AB06,N01AB06
desflurane,,N01AB07,N01AB07
sevoflurane,,N01AB08,N01AB08
methohexital,,N01AF01,N01AF01;N05CA15
hexobarbital,,N01AF02,N01AF02;N05CA16
thiopental,,N01AF03,N01AF03;N05CA19
narcobarbital,,N01AG01,N01AG01
fentanyl,,N01AH01,N01AH01;N02AB03
alfentanil,,N01AH02,N01AH02
sufentanil,,N01AH03,N01AH03
phenoperidine,,N01AH04,N01AH04
anileridine,,N01AH05,N01AH05
remifentanil,,N01AH06,N01AH06
"fentanyl, combinations",,N01AH51,N01AH51
ketamine,,N01AX03,N01AX03
propanidid,,N01AX04,N01AX04
alfaxalone,,N01AX05,N01AX05
etomidate,,N01AX07,N01AX07
propofol,,N01AX10,N01AX10
sodium oxybate,,N01AX11,N01AX11;N07XX04
nitrous oxide,,N01AX13,N01AX13
esketamine,,N01AX14,N01AX14;N06AX27
xenon,,N01AX15,N01AX15
"nitrous oxide, combinations",,N01AX63,N01AX63
metabutethamine,,N01BA01,N01BA01
chloroprocaine,,N01BA04,N01BA04;S01HA08
"procaine, combinations",,N01BA52,N01BA52
"tetracaine, combinations",,N01BA53,N01BA53
bupivacaine,,N01BB01,N01BB01
mepivacaine,,N01BB03,N01BB03
prilocaine,,N01BB04,N01BB04
butanilicaine,,N01BB05,N01BB05
etidocaine,,N01BB07,N01BB07
articaine,,N01BB08,N01BB08
ropivacaine,,N01BB09,N01BB09
levobupivacaine,,N01BB10,N01BB10
"bupivacaine, combinations",,N01BB51,N01BB51
"lidocaine, combinations",,N01BB52,N01BB52
"mepivacaine, combinations",,N01BB53,N01BB53
"prilocaine, combinations",,N01BB54,N01BB54
"etidocaine, combinations",,N01BB57,N01BB57
"articaine, combinations",,N01BB58,N01BB58
bupivacaine and meloxicam,,N01BB59,N01BB59
cocaine,,N01BC01,N01BC01;R02AD03;S01HA01;S02DA02
ethyl chloride,,N01BX01,N01BX01
dyclonine,,N01BX02,N01BX02;R02AD04
morphine,,N02AA01,N02AA01
hydromorphone,,N02AA03,N02AA03
nicomorphine,,N02AA04,N02AA04
oxycodone,,N02AA05,N02AA05
dihydrocodeine,,N02AA08,N02AA08
papaveretum,,N02AA10,N02AA10
oxymorphone,,N02AA11,N02AA11
hydromorphone and naloxone,,N02AA53,N02AA53
oxycodone and naloxone,,N02AA55,N02AA55
oxycodone and naltrexone,,N02AA56,N02AA56
"dihydrocodeine, combinations",,N02AA58,N02AA58
"codeine, combinations excl. psycholeptics",,N02AA59,N02AA59
"codeine, combinations with psycholeptics",,N02AA79,N02AA79
ketobemidone,,N02AB01,N02AB01
pethidine,,N02AB02,N02AB02
"pethidine, combinations excl. psycholeptics",,N02AB52,N02AB52
"pethidine, combinations with psycholeptics",,N02AB72,N02AB72
dextromoramide,,N02AC01,N02AC01
piritramide,,N02AC03,N02AC03
dextropropoxyphene,,N02AC04,N02AC04
bezitramide,,N02AC05,N02AC05
"methadone, combinations excl. psycholeptics",,N02AC52,N02AC52
"dextropropoxyphene, combinations excl. psycholeptics",,N02AC54,N02AC54
"dextropropoxyphene, combinations with psycholeptics",,N02AC74,N02AC74
pentazocine,,N02AD01,N02AD01
phenazocine,,N02AD02,N02AD02
pentazocine and naloxone,,N02AD51,N02AD51
buprenorphine,,N02AE01,N02AE01;N07BC01
butorphanol,,N02AF01,N02AF01
nalbuphine,,N02AF02,N02AF02
morphine and antispasmodics,,N02AG01,N02AG01
ketobemidone and antispasmodics,,N02AG02,N02AG02
pethidine and antispasmodics,,N02AG03,N02AG03
hydromorphone and antispasmodics,,N02AG04,N02AG04
dihydrocodeine and paracetamol,,N02AJ01,N02AJ01
dihydrocodeine and acetylsalicylic acid,,N02AJ02,N02AJ02
dihydrocodeine and other non-opioid analgesics,,N02AJ03,N02AJ03
codeine and paracetamol,,N02AJ06,N02AJ06
codeine and acetylsalicylic acid,,N02AJ07,N02AJ07
codeine and ibuprofen,,N02AJ08,N02AJ08
codeine and other non-opioid analgesics,,N02AJ09,N02AJ09
tramadol and paracetamol,,N02AJ13,N02AJ13
tramadol and dexketoprofen,,N02AJ14,N02AJ14
tramadol and other non-opioid analgesics,,N02AJ15,N02AJ15
tramadol and celecoxib,,N02AJ16,N02AJ16
oxycodone and paracetamol,,N02AJ17,N02AJ17
oxycodone and acetylsalicylic acid,,N02AJ18,N02AJ18
oxycodone and ibuprofen,,N02AJ19,N02AJ19
hydrocodone and paracetamol,,N02AJ22,N02AJ22
hydrocodone and ibuprofen,,N02AJ23,N02AJ23
tilidine,,N02AX01,N02AX01
tramadol,,N02AX02,N02AX02
dezocine,,N02AX03,N02AX03
meptazinol,,N02AX05,N02AX05
tapentadol,,N02AX06,N02AX06
oliceridine,,N02AX07,N02AX07
tilidine and naloxone,,N02AX51,N02AX51
choline salicylate,,N02BA03,N02BA03
sodium salicylate,,N02BA04,N02BA04
salicylamide,,N02BA05,N02BA05
salsalate,,N02BA06,N02BA06
ethenzamide,,N02BA07,N02BA07
morpholine salicylate,,N02BA08,N02BA08
dipyrocetyl,,N02BA09,N02BA09
benorilate,,N02BA10,N02BA10
diflunisal,,N02BA11,N02BA11
potassium salicylate,,N02BA12,N02BA12
guacetisal,,N02BA14,N02BA14
imidazole salicylate,,N02BA16,N02BA16
"acetylsalicylic acid, combinations excl. psycholeptics",,N02BA51,N02BA51
"salicylamide, combinations excl. psycholeptics",,N02BA55,N02BA55
"ethenzamide, combinations excl. psycholeptics",,N02BA57,N02BA57
"dipyrocetyl, combinations excl. psycholeptics",,N02BA59,N02BA59
carbasalate calcium combinations excl. psycholeptics,,N02BA65,N02BA65
"magnesium salicylate, combinations excl. psycholeptics",,N02BA67,N02BA67
"acetylsalicylic acid, combinations with psycholeptics",,N02BA71,N02BA71
"salicylamide, combinations with psycholeptics",,N02BA75,N02BA75
"ethenzamide, combinations with psycholeptics",,N02BA77,N02BA77
"dipyrocetyl, combinations with psycholeptics",,N02BA79,N02BA79
phenazone,,N02BB01,N02BB01;S02DA03
metamizole sodium,,N02BB02,N02BB02
aminophenazone,,N02BB03,N02BB03
propyphenazone,,N02BB04,N02BB04
"phenazone, combinations excl. psycholeptics",,N02BB51,N02BB51
"metamizole sodium, combinations excl. psycholeptics",,N02BB52,N02BB52
"aminophenazone, combinations excl. psycholeptics",,N02BB53,N02BB53
"propyphenazone, combinations excl. psycholeptics",,N02BB54,N02BB54
"phenazone, combinations with psycholeptics",,N02BB71,N02BB71
"metamizole sodium, combinations with psycholeptics",,N02BB72,N02BB72
"aminophenazone, combinations with psycholeptics",,N02BB73,N02BB73
"propyphenazone, combinations with psycholeptics",,N02BB74,N02BB74
paracetamol,,N02BE01,N02BE01
phenacetin,,N02BE03,N02BE03
bucetin,,N02BE04,N02BE04
propacetamol,,N02BE05,N02BE05
"paracetamol, combinations excl. psycholeptics",,N02BE51,N02BE51
"phenacetin, combinations excl. psycholeptics",,N02BE53,N02BE53
"bucetin, combinations excl. psycholeptics",,N02BE54,N02BE54
"paracetamol, combinations with psycholeptics",,N02BE71,N02BE71
"phenacetin, combinations with psycholeptics",,N02BE73,N02BE73
"bucetin, combinations with psycholeptics",,N02BE74,N02BE74
gabapentin,,N02BF01,N02BF01
pregabalin,,N02BF02,N02BF02
mirogabalin,,N02BF03,N02BF03
rimazolium,,N02BG02,N02BG02
glafenine,,N02BG03,N02BG03
floctafenine,,N02BG04,N02BG04
viminol,,N02BG05,N02BG05
nefopam,,N02BG06,N02BG06
flupirtine,,N02BG07,N02BG07
ziconotide,,N02BG08,N02BG08
methoxyflurane,,N02BG09,N02BG09
cannabinoids,,N02BG10,N02BG10
tanezumab,,N02BG12,N02BG12
dihydroergotamine,,N02CA01,N02CA01
ergotamine,,N02CA02,N02CA02
methysergide,,N02CA04,N02CA04
"dihydroergotamine, combinations",,N02CA51,N02CA51
"ergotamine, combinations excl. psycholeptics",,N02CA52,N02CA52
"ergotamine, combinations with psycholeptics",,N02CA72,N02CA72
flumedroxone,,N02CB01,N02CB01
sumatriptan,,N02CC01,N02CC01
naratriptan,,N02CC02,N02CC02
zolmitriptan,,N02CC03,N02CC03
rizatriptan,,N02CC04,N02CC04
almotriptan,,N02CC05,N02CC05
eletriptan,,N02CC06,N02CC06
frovatriptan,,N02CC07,N02CC07
lasmiditan,,N02CC08,N02CC08
sumatriptan and naproxen,,N02CC51,N02CC51
erenumab,,N02CD01,N02CD01
galcanezumab,,N02CD02,N02CD02
fremanezumab,,N02CD03,N02CD03
ubrogepant,,N02CD04,N02CD04
eptinezumab,,N02CD05,N02CD05
rimegepant,,N02CD06,N02CD06
atogepant,,N02CD07,N02CD07
pizotifen,,N02CX01,N02CX01
iprazochrome,,N02CX03,N02CX03
dimetotiazine,,N02CX05,N02CX05
oxetorone,,N02CX06,N02CX06
methylphenobarbital,,N03AA01,N03AA01
phenobarbital,,N03AA02,N03AA02
primidone,,N03AA03,N03AA03
barbexaclone,,N03AA04,N03AA04
metharbital,,N03AA30,N03AA30
ethotoin,,N03AB01,N03AB01
phenytoin,,N03AB02,N03AB02
amino(diphenylhydantoin) valeric acid,,N03AB03,N03AB03
mephenytoin,,N03AB04,N03AB04
fosphenytoin,,N03AB05,N03AB05
"phenytoin, combinations",,N03AB52,N03AB52
"mephenytoin, combinations",,N03AB54,N03AB54
paramethadione,,N03AC01,N03AC01
trimethadione,,N03AC02,N03AC02
ethadione,,N03AC03,N03AC03
ethosuximide,,N03AD01,N03AD01
phensuximide,,N03AD02,N03AD02
mesuximide,,N03AD03,N03AD03
"ethosuximide, combinations",,N03AD51,N03AD51
clonazepam,,N03AE01,N03AE01
carbamazepine,,N03AF01,N03AF01
oxcarbazepine,,N03AF02,N03AF02
rufinamide,,N03AF03,N03AF03
eslicarbazepine,,N03AF04,N03AF04
valproic acid,,N03AG01,N03AG01
valpromide,,N03AG02,N03AG02
aminobutyric acid,,N03AG03,N03AG03
vigabatrin,,N03AG04,N03AG04
progabide,,N03AG05,N03AG05
tiagabine,,N03AG06,N03AG06
sultiame,,N03AX03,N03AX03
phenacemide,,N03AX07,N03AX07
lamotrigine,,N03AX09,N03AX09
felbamate,,N03AX10,N03AX10
topiramate,,N03AX11,N03AX11
pheneturide,,N03AX13,N03AX13
levetiracetam,,N03AX14,N03AX14
zonisamide,,N03AX15,N03AX15
stiripentol,,N03AX17,N03AX17
lacosamide,,N03AX18,N03AX18
carisbamate,,N03AX19,N03AX19
retigabine,,N03AX21,N03AX21
perampanel,,N03AX22,N03AX22
brivaracetam,,N03AX23,N03AX23
cannabidiol,,N03AX24,N03AX24
cenobamate,,N03AX25,N03AX25
ganaxolone,,N03AX27,N03AX27
beclamide,,N03AX30,N03AX30
trihexyphenidyl,,N04AA01,N04AA01
biperiden,,N04AA02,N04AA02
metixene,,N04AA03,N04AA03
procyclidine,,N04AA04,N04AA04
profenamine,,N04AA05,N04AA05
dexetimide,,N04AA08,N04AA08
phenglutarimide,,N04AA09,N04AA09
mazaticol,,N04AA10,N04AA10
bornaprine,,N04AA11,N04AA11
tropatepine,,N04AA12,N04AA12
etanautine,,N04AB01,N04AB01
orphenadrine (chloride),,N04AB02,N04AB02
benzatropine,,N04AC01,N04AC01
etybenzatropine,,N04AC30,N04AC30
levodopa,,N04BA01,N04BA01
levodopa and decarboxylase inhibitor,,N04BA02,N04BA02
"levodopa, decarboxylase inhibitor and COMT inhibitor",,N04BA03,N04BA03
melevodopa,,N04BA04,N04BA04
melevodopa and decarboxylase inhibitor,,N04BA05,N04BA05
etilevodopa and decarboxylase inhibitor,,N04BA06,N04BA06
foslevodopa and decarboxylase inhibitor,,N04BA07,N04BA07
amantadine,,N04BB01,N04BB01
pergolide,,N04BC02,N04BC02
dihydroergocryptine mesylate,,N04BC03,N04BC03
ropinirole,,N04BC04,N04BC04
pramipexole,,N04BC05,N04BC05
piribedil,,N04BC08,N04BC08
rotigotine,,N04BC09,N04BC09
selegiline,,N04BD01,N04BD01
rasagiline,,N04BD02,N04BD02
safinamide,,N04BD03,N04BD03
tolcapone,,N04BX01,N04BX01
entacapone,,N04BX02,N04BX02
budipine,,N04BX03,N04BX03
opicapone,,N04BX04,N04BX04
istradefylline,,N04CX01,N04CX01
chlorpromazine,,N05AA01,N05AA01
levomepromazine,,N05AA02,N05AA02
promazine,,N05AA03,N05AA03
acepromazine,,N05AA04,N05AA04
triflupromazine,,N05AA05,N05AA05
cyamemazine,,N05AA06,N05AA06
chlorproethazine,,N05AA07,N05AA07
dixyrazine,,N05AB01,N05AB01
fluphenazine,,N05AB02,N05AB02
perphenazine,,N05AB03,N05AB03
prochlorperazine,,N05AB04,N05AB04
thiopropazate,,N05AB05,N05AB05
trifluoperazine,,N05AB06,N05AB06
acetophenazine,,N05AB07,N05AB07
thioproperazine,,N05AB08,N05AB08
butaperazine,,N05AB09,N05AB09
perazine,,N05AB10,N05AB10
periciazine,,N05AC01,N05AC01
thioridazine,,N05AC02,N05AC02
mesoridazine,,N05AC03,N05AC03
pipotiazine,,N05AC04,N05AC04
haloperidol,,N05AD01,N05AD01
trifluperidol,,N05AD02,N05AD02
melperone,,N05AD03,N05AD03
moperone,,N05AD04,N05AD04
pipamperone,,N05AD05,N05AD05
bromperidol,,N05AD06,N05AD06
benperidol,,N05AD07,N05AD07
droperidol,,N05AD08,N05AD08
fluanisone,,N05AD09,N05AD09
lumateperone,,N05AD10,N05AD10
oxypertine,,N05AE01,N05AE01
molindone,,N05AE02,N05AE02
sertindole,,N05AE03,N05AE03
ziprasidone,,N05AE04,N05AE04
lurasidone,,N05AE05,N05AE05
flupentixol,,N05AF01,N05AF01
clopenthixol,,N05AF02,N05AF02
chlorprothixene,,N05AF03,N05AF03
tiotixene,,N05AF04,N05AF04
zuclopenthixol,,N05AF05,N05AF05
fluspirilene,,N05AG01,N05AG01
pimozide,,N05AG02,N05AG02
penfluridol,,N05AG03,N05AG03
loxapine,,N05AH01,N05AH01
clozapine,,N05AH02,N05AH02
olanzapine,,N05AH03,N05AH03
quetiapine,,N05AH04,N05AH04
asenapine,,N05AH05,N05AH05
clotiapine,,N05AH06,N05AH06
olanzapine and samidorphan,,N05AH53,N05AH53
